Região,Período,Casos_Hospitalares,Ano,Mês,Mês_Num,Data,Ano_Num,Trimestre,Semestre
Região Sul,2021/Jan,7.0,2021,Jan,1,2021-01-01,2021,1,1
Região Centro-Oeste,2021/Jan,1.0,2021,Jan,1,2021-01-01,2021,1,1
Região Norte,2021/Fev,2.0,2021,Fev,2,2021-02-01,2021,1,1
Região Nordeste,2021/Fev,7.0,2021,Fev,2,2021-02-01,2021,1,1
Região Sudeste,2021/Fev,14.0,2021,Fev,2,2021-02-01,2021,1,1
Região Sul,2021/Fev,7.0,2021,Fev,2,2021-02-01,2021,1,1
Região Centro-Oeste,2021/Fev,2.0,2021,Fev,2,2021-02-01,2021,1,1
Região Norte,2021/Mar,4.0,2021,Mar,3,2021-03-01,2021,1,1
Região Nordeste,2021/Mar,8.0,2021,Mar,3,2021-03-01,2021,1,1
Região Sudeste,2021/Mar,11.0,2021,Mar,3,2021-03-01,2021,1,1
Região Sul,2021/Mar,9.0,2021,Mar,3,2021-03-01,2021,1,1
Região Centro-Oeste,2021/Mar,1.0,2021,Mar,3,2021-03-01,2021,1,1
Região Norte,2021/Abr,4.0,2021,Abr,4,2021-04-01,2021,2,1
Região Nordeste,2021/Abr,6.0,2021,Abr,4,2021-04-01,2021,2,1
Região Sudeste,2021/Abr,11.0,2021,Abr,4,2021-04-01,2021,2,1
Região Sul,2021/Abr,2.0,2021,Abr,4,2021-04-01,2021,2,1
Região Centro-Oeste,2021/Abr,1.0,2021,Abr,4,2021-04-01,2021,2,1
Região Norte,2021/Mai,3.0,2021,Mai,5,2021-05-01,2021,2,1
Região Nordeste,2021/Mai,9.0,2021,Mai,5,2021-05-01,2021,2,1
Região Sudeste,2021/Mai,6.0,2021,Mai,5,2021-05-01,2021,2,1
Região Sul,2021/Mai,6.0,2021,Mai,5,2021-05-01,2021,2,1
Região Centro-Oeste,2021/Mai,,2021,Mai,5,2021-05-01,2021,2,1
Região Norte,2021/Jun,1.0,2021,Jun,6,2021-06-01,2021,2,1
Região Nordeste,2021/Jun,9.0,2021,Jun,6,2021-06-01,2021,2,1
Região Sudeste,2021/Jun,24.0,2021,Jun,6,2021-06-01,2021,2,1
Região Sul,2021/Jun,7.0,2021,Jun,6,2021-06-01,2021,2,1
Região Centro-Oeste,2021/Jun,1.0,2021,Jun,6,2021-06-01,2021,2,1
Região Norte,2021/Jul,,2021,Jul,7,2021-07-01,2021,3,2
Região Nordeste,2021/Jul,3.0,2021,Jul,7,2021-07-01,2021,3,2
Região Sudeste,2021/Jul,11.0,2021,Jul,7,2021-07-01,2021,3,2
Região Sul,2021/Jul,5.0,2021,Jul,7,2021-07-01,2021,3,2
Região Centro-Oeste,2021/Jul,,2021,Jul,7,2021-07-01,2021,3,2
Região Norte,2021/Ago,2.0,2021,Ago,8,2021-08-01,2021,3,2
Região Nordeste,2021/Ago,4.0,2021,Ago,8,2021-08-01,2021,3,2
Região Sudeste,2021/Ago,9.0,2021,Ago,8,2021-08-01,2021,3,2
Região Sul,2021/Ago,7.0,2021,Ago,8,2021-08-01,2021,3,2
Região Centro-Oeste,2021/Ago,,2021,Ago,8,2021-08-01,2021,3,2
Região Norte,2021/Set,2.0,2021,Set,9,2021-09-01,2021,3,2
Região Nordeste,2021/Set,7.0,2021,Set,9,2021-09-01,2021,3,2
Região Sudeste,2021/Set,16.0,2021,Set,9,2021-09-01,2021,3,2
Região Sul,2021/Set,12.0,2021,Set,9,2021-09-01,2021,3,2
Região Centro-Oeste,2021/Set,2.0,2021,Set,9,2021-09-01,2021,3,2
Região Norte,2021/Out,3.0,2021,Out,10,2021-10-01,2021,4,2
Região Nordeste,2021/Out,5.0,2021,Out,10,2021-10-01,2021,4,2
Região Sudeste,2021/Out,18.0,2021,Out,10,2021-10-01,2021,4,2
Região Sul,2021/Out,11.0,2021,Out,10,2021-10-01,2021,4,2
Região Centro-Oeste,2021/Out,5.0,2021,Out,10,2021-10-01,2021,4,2
Região Norte,2021/Nov,2.0,2021,Nov,11,2021-11-01,2021,4,2
Região Nordeste,2021/Nov,5.0,2021,Nov,11,2021-11-01,2021,4,2
Região Sudeste,2021/Nov,11.0,2021,Nov,11,2021-11-01,2021,4,2
Região Sul,2021/Nov,3.0,2021,Nov,11,2021-11-01,2021,4,2
Região Centro-Oeste,2021/Nov,2.0,2021,Nov,11,2021-11-01,2021,4,2
Região Norte,2021/Dez,3.0,2021,Dez,12,2021-12-01,2021,4,2
Região Nordeste,2021/Dez,10.0,2021,Dez,12,2021-12-01,2021,4,2
Região Sudeste,2021/Dez,18.0,2021,Dez,12,2021-12-01,2021,4,2
Região Sul,2021/Dez,6.0,2021,Dez,12,2021-12-01,2021,4,2
Região Centro-Oeste,2021/Dez,1.0,2021,Dez,12,2021-12-01,2021,4,2
Região Norte,2022/Jan,4.0,2022,Jan,1,2022-01-01,2022,1,1
Região Nordeste,2022/Jan,4.0,2022,Jan,1,2022-01-01,2022,1,1
Região Sudeste,2022/Jan,25.0,2022,Jan,1,2022-01-01,2022,1,1
Região Sul,2022/Jan,8.0,2022,Jan,1,2022-01-01,2022,1,1
Região Centro-Oeste,2022/Jan,1.0,2022,Jan,1,2022-01-01,2022,1,1
Região Norte,2022/Fev,8.0,2022,Fev,2,2022-02-01,2022,1,1
Região Nordeste,2022/Fev,9.0,2022,Fev,2,2022-02-01,2022,1,1
Região Sudeste,2022/Fev,17.0,2022,Fev,2,2022-02-01,2022,1,1
Região Sul,2022/Fev,6.0,2022,Fev,2,2022-02-01,2022,1,1
Região Centro-Oeste,2022/Fev,5.0,2022,Fev,2,2022-02-01,2022,1,1
Região Norte,2022/Mar,5.0,2022,Mar,3,2022-03-01,2022,1,1
Região Nordeste,2022/Mar,14.0,2022,Mar,3,2022-03-01,2022,1,1
Região Sudeste,2022/Mar,20.0,2022,Mar,3,2022-03-01,2022,1,1
Região Sul,2022/Mar,4.0,2022,Mar,3,2022-03-01,2022,1,1
Região Centro-Oeste,2022/Mar,3.0,2022,Mar,3,2022-03-01,2022,1,1
Região Norte,2022/Abr,5.0,2022,Abr,4,2022-04-01,2022,2,1
Região Nordeste,2022/Abr,9.0,2022,Abr,4,2022-04-01,2022,2,1
Região Sudeste,2022/Abr,20.0,2022,Abr,4,2022-04-01,2022,2,1
Região Sul,2022/Abr,8.0,2022,Abr,4,2022-04-01,2022,2,1
Região Centro-Oeste,2022/Abr,2.0,2022,Abr,4,2022-04-01,2022,2,1
Região Norte,2022/Mai,1.0,2022,Mai,5,2022-05-01,2022,2,1
Região Nordeste,2022/Mai,7.0,2022,Mai,5,2022-05-01,2022,2,1
Região Sudeste,2022/Mai,17.0,2022,Mai,5,2022-05-01,2022,2,1
Região Sul,2022/Mai,8.0,2022,Mai,5,2022-05-01,2022,2,1
Região Centro-Oeste,2022/Mai,1.0,2022,Mai,5,2022-05-01,2022,2,1
Região Norte,2022/Jun,4.0,2022,Jun,6,2022-06-01,2022,2,1
Região Nordeste,2022/Jun,7.0,2022,Jun,6,2022-06-01,2022,2,1
Região Sudeste,2022/Jun,21.0,2022,Jun,6,2022-06-01,2022,2,1
Região Sul,2022/Jun,5.0,2022,Jun,6,2022-06-01,2022,2,1
Região Centro-Oeste,2022/Jun,3.0,2022,Jun,6,2022-06-01,2022,2,1
Região Norte,2022/Jul,3.0,2022,Jul,7,2022-07-01,2022,3,2
Região Nordeste,2022/Jul,8.0,2022,Jul,7,2022-07-01,2022,3,2
Região Sudeste,2022/Jul,30.0,2022,Jul,7,2022-07-01,2022,3,2
Região Sul,2022/Jul,12.0,2022,Jul,7,2022-07-01,2022,3,2
Região Centro-Oeste,2022/Jul,5.0,2022,Jul,7,2022-07-01,2022,3,2
Região Norte,2022/Ago,1.0,2022,Ago,8,2022-08-01,2022,3,2
Região Nordeste,2022/Ago,6.0,2022,Ago,8,2022-08-01,2022,3,2
Região Sudeste,2022/Ago,17.0,2022,Ago,8,2022-08-01,2022,3,2
Região Sul,2022/Ago,8.0,2022,Ago,8,2022-08-01,2022,3,2
Região Centro-Oeste,2022/Ago,1.0,2022,Ago,8,2022-08-01,2022,3,2
Região Norte,2022/Set,2.0,2022,Set,9,2022-09-01,2022,3,2
Região Nordeste,2022/Set,6.0,2022,Set,9,2022-09-01,2022,3,2
Região Sudeste,2022/Set,32.0,2022,Set,9,2022-09-01,2022,3,2
Região Sul,2022/Set,12.0,2022,Set,9,2022-09-01,2022,3,2
Região Centro-Oeste,2022/Set,3.0,2022,Set,9,2022-09-01,2022,3,2
Região Norte,2022/Out,5.0,2022,Out,10,2022-10-01,2022,4,2
Região Nordeste,2022/Out,9.0,2022,Out,10,2022-10-01,2022,4,2
Região Sudeste,2022/Out,19.0,2022,Out,10,2022-10-01,2022,4,2
Região Sul,2022/Out,8.0,2022,Out,10,2022-10-01,2022,4,2
Região Centro-Oeste,2022/Out,2.0,2022,Out,10,2022-10-01,2022,4,2
Região Norte,2022/Nov,1.0,2022,Nov,11,2022-11-01,2022,4,2
Região Nordeste,2022/Nov,12.0,2022,Nov,11,2022-11-01,2022,4,2
Região Sudeste,2022/Nov,23.0,2022,Nov,11,2022-11-01,2022,4,2
Região Sul,2022/Nov,5.0,2022,Nov,11,2022-11-01,2022,4,2
Região Centro-Oeste,2022/Nov,1.0,2022,Nov,11,2022-11-01,2022,4,2
Região Norte,2022/Dez,3.0,2022,Dez,12,2022-12-01,2022,4,2
Região Nordeste,2022/Dez,10.0,2022,Dez,12,2022-12-01,2022,4,2
Região Sudeste,2022/Dez,20.0,2022,Dez,12,2022-12-01,2022,4,2
Região Sul,2022/Dez,12.0,2022,Dez,12,2022-12-01,2022,4,2
Região Centro-Oeste,2022/Dez,4.0,2022,Dez,12,2022-12-01,2022,4,2
Região Norte,2023/Jan,2.0,2023,Jan,1,2023-01-01,2023,1,1
Região Nordeste,2023/Jan,7.0,2023,Jan,1,2023-01-01,2023,1,1
Região Sudeste,2023/Jan,22.0,2023,Jan,1,2023-01-01,2023,1,1
Região Sul,2023/Jan,8.0,2023,Jan,1,2023-01-01,2023,1,1
Região Centro-Oeste,2023/Jan,1.0,2023,Jan,1,2023-01-01,2023,1,1
Região Norte,2023/Fev,2.0,2023,Fev,2,2023-02-01,2023,1,1
Região Nordeste,2023/Fev,15.0,2023,Fev,2,2023-02-01,2023,1,1
Região Sudeste,2023/Fev,19.0,2023,Fev,2,2023-02-01,2023,1,1
Região Sul,2023/Fev,6.0,2023,Fev,2,2023-02-01,2023,1,1
Região Centro-Oeste,2023/Fev,,2023,Fev,2,2023-02-01,2023,1,1
Região Norte,2023/Mar,3.0,2023,Mar,3,2023-03-01,2023,1,1
Região Nordeste,2023/Mar,11.0,2023,Mar,3,2023-03-01,2023,1,1
Região Sudeste,2023/Mar,27.0,2023,Mar,3,2023-03-01,2023,1,1
Região Sul,2023/Mar,4.0,2023,Mar,3,2023-03-01,2023,1,1
Região Centro-Oeste,2023/Mar,4.0,2023,Mar,3,2023-03-01,2023,1,1
Região Norte,2023/Abr,6.0,2023,Abr,4,2023-04-01,2023,2,1
Região Nordeste,2023/Abr,9.0,2023,Abr,4,2023-04-01,2023,2,1
Região Sudeste,2023/Abr,16.0,2023,Abr,4,2023-04-01,2023,2,1
Região Sul,2023/Abr,8.0,2023,Abr,4,2023-04-01,2023,2,1
Região Centro-Oeste,2023/Abr,5.0,2023,Abr,4,2023-04-01,2023,2,1
Região Norte,2023/Mai,3.0,2023,Mai,5,2023-05-01,2023,2,1
Região Nordeste,2023/Mai,12.0,2023,Mai,5,2023-05-01,2023,2,1
Região Sudeste,2023/Mai,24.0,2023,Mai,5,2023-05-01,2023,2,1
Região Sul,2023/Mai,5.0,2023,Mai,5,2023-05-01,2023,2,1
Região Centro-Oeste,2023/Mai,1.0,2023,Mai,5,2023-05-01,2023,2,1
Região Norte,2023/Jun,4.0,2023,Jun,6,2023-06-01,2023,2,1
Região Nordeste,2023/Jun,13.0,2023,Jun,6,2023-06-01,2023,2,1
Região Sudeste,2023/Jun,35.0,2023,Jun,6,2023-06-01,2023,2,1
Região Sul,2023/Jun,9.0,2023,Jun,6,2023-06-01,2023,2,1
Região Centro-Oeste,2023/Jun,5.0,2023,Jun,6,2023-06-01,2023,2,1
Região Norte,2023/Jul,2.0,2023,Jul,7,2023-07-01,2023,3,2
Região Nordeste,2023/Jul,14.0,2023,Jul,7,2023-07-01,2023,3,2
Região Sudeste,2023/Jul,24.0,2023,Jul,7,2023-07-01,2023,3,2
Região Sul,2023/Jul,8.0,2023,Jul,7,2023-07-01,2023,3,2
Região Centro-Oeste,2023/Jul,3.0,2023,Jul,7,2023-07-01,2023,3,2
Região Norte,2023/Ago,10.0,2023,Ago,8,2023-08-01,2023,3,2
Região Nordeste,2023/Ago,15.0,2023,Ago,8,2023-08-01,2023,3,2
Região Sudeste,2023/Ago,31.0,2023,Ago,8,2023-08-01,2023,3,2
Região Sul,2023/Ago,14.0,2023,Ago,8,2023-08-01,2023,3,2
Região Centro-Oeste,2023/Ago,4.0,2023,Ago,8,2023-08-01,2023,3,2
Região Norte,2023/Set,1.0,2023,Set,9,2023-09-01,2023,3,2
Região Nordeste,2023/Set,15.0,2023,Set,9,2023-09-01,2023,3,2
Região Sudeste,2023/Set,35.0,2023,Set,9,2023-09-01,2023,3,2
Região Sul,2023/Set,7.0,2023,Set,9,2023-09-01,2023,3,2
Região Centro-Oeste,2023/Set,4.0,2023,Set,9,2023-09-01,2023,3,2
Região Norte,2023/Out,3.0,2023,Out,10,2023-10-01,2023,4,2
Região Nordeste,2023/Out,10.0,2023,Out,10,2023-10-01,2023,4,2
Região Sudeste,2023/Out,25.0,2023,Out,10,2023-10-01,2023,4,2
Região Sul,2023/Out,11.0,2023,Out,10,2023-10-01,2023,4,2
Região Centro-Oeste,2023/Out,2.0,2023,Out,10,2023-10-01,2023,4,2
Região Norte,2023/Nov,5.0,2023,Nov,11,2023-11-01,2023,4,2
Região Nordeste,2023/Nov,8.0,2023,Nov,11,2023-11-01,2023,4,2
Região Sudeste,2023/Nov,26.0,2023,Nov,11,2023-11-01,2023,4,2
Região Sul,2023/Nov,2.0,2023,Nov,11,2023-11-01,2023,4,2
Região Centro-Oeste,2023/Nov,2.0,2023,Nov,11,2023-11-01,2023,4,2
Região Norte,2023/Dez,2.0,2023,Dez,12,2023-12-01,2023,4,2
Região Nordeste,2023/Dez,13.0,2023,Dez,12,2023-12-01,2023,4,2
Região Sudeste,2023/Dez,31.0,2023,Dez,12,2023-12-01,2023,4,2
Região Sul,2023/Dez,11.0,2023,Dez,12,2023-12-01,2023,4,2
Região Centro-Oeste,2023/Dez,4.0,2023,Dez,12,2023-12-01,2023,4,2
Região Norte,2024/Jan,7.0,2024,Jan,1,2024-01-01,2024,1,1
Região Nordeste,2024/Jan,13.0,2024,Jan,1,2024-01-01,2024,1,1
Região Sudeste,2024/Jan,28.0,2024,Jan,1,2024-01-01,2024,1,1
Região Sul,2024/Jan,4.0,2024,Jan,1,2024-01-01,2024,1,1
Região Centro-Oeste,2024/Jan,,2024,Jan,1,2024-01-01,2024,1,1
Região Norte,2024/Fev,5.0,2024,Fev,2,2024-02-01,2024,1,1
Região Nordeste,2024/Fev,7.0,2024,Fev,2,2024-02-01,2024,1,1
Região Sudeste,2024/Fev,29.0,2024,Fev,2,2024-02-01,2024,1,1
Região Sul,2024/Fev,17.0,2024,Fev,2,2024-02-01,2024,1,1
Região Centro-Oeste,2024/Fev,3.0,2024,Fev,2,2024-02-01,2024,1,1
Região Norte,2024/Mar,4.0,2024,Mar,3,2024-03-01,2024,1,1
Região Nordeste,2024/Mar,11.0,2024,Mar,3,2024-03-01,2024,1,1
Região Sudeste,2024/Mar,25.0,2024,Mar,3,2024-03-01,2024,1,1
Região Sul,2024/Mar,5.0,2024,Mar,3,2024-03-01,2024,1,1
Região Centro-Oeste,2024/Mar,4.0,2024,Mar,3,2024-03-01,2024,1,1
Região Norte,2024/Abr,5.0,2024,Abr,4,2024-04-01,2024,2,1
Região Nordeste,2024/Abr,16.0,2024,Abr,4,2024-04-01,2024,2,1
Região Sudeste,2024/Abr,36.0,2024,Abr,4,2024-04-01,2024,2,1
Região Sul,2024/Abr,7.0,2024,Abr,4,2024-04-01,2024,2,1
Região Centro-Oeste,2024/Abr,4.0,2024,Abr,4,2024-04-01,2024,2,1
Região Norte,2024/Mai,3.0,2024,Mai,5,2024-05-01,2024,2,1
Região Nordeste,2024/Mai,14.0,2024,Mai,5,2024-05-01,2024,2,1
Região Sudeste,2024/Mai,38.0,2024,Mai,5,2024-05-01,2024,2,1
Região Sul,2024/Mai,8.0,2024,Mai,5,2024-05-01,2024,2,1
Região Centro-Oeste,2024/Mai,2.0,2024,Mai,5,2024-05-01,2024,2,1
Região Norte,2024/Jun,4.0,2024,Jun,6,2024-06-01,2024,2,1
Região Nordeste,2024/Jun,11.0,2024,Jun,6,2024-06-01,2024,2,1
Região Sudeste,2024/Jun,34.0,2024,Jun,6,2024-06-01,2024,2,1
Região Sul,2024/Jun,14.0,2024,Jun,6,2024-06-01,2024,2,1
Região Centro-Oeste,2024/Jun,4.0,2024,Jun,6,2024-06-01,2024,2,1
Região Norte,2024/Jul,5.0,2024,Jul,7,2024-07-01,2024,3,2
Região Nordeste,2024/Jul,12.0,2024,Jul,7,2024-07-01,2024,3,2
Região Sudeste,2024/Jul,40.0,2024,Jul,7,2024-07-01,2024,3,2
Região Sul,2024/Jul,14.0,2024,Jul,7,2024-07-01,2024,3,2
Região Centro-Oeste,2024/Jul,7.0,2024,Jul,7,2024-07-01,2024,3,2
Região Norte,2024/Ago,,2024,Ago,8,2024-08-01,2024,3,2
Região Nordeste,2024/Ago,11.0,2024,Ago,8,2024-08-01,2024,3,2
Região Sudeste,2024/Ago,34.0,2024,Ago,8,2024-08-01,2024,3,2
Região Sul,2024/Ago,17.0,2024,Ago,8,2024-08-01,2024,3,2
Região Centro-Oeste,2024/Ago,2.0,2024,Ago,8,2024-08-01,2024,3,2
Região Norte,2024/Set,3.0,2024,Set,9,2024-09-01,2024,3,2
Região Nordeste,2024/Set,23.0,2024,Set,9,2024-09-01,2024,3,2
Região Sudeste,2024/Set,36.0,2024,Set,9,2024-09-01,2024,3,2
Região Sul,2024/Set,11.0,2024,Set,9,2024-09-01,2024,3,2
Região Centro-Oeste,2024/Set,3.0,2024,Set,9,2024-09-01,2024,3,2
Região Norte,2024/Out,4.0,2024,Out,10,2024-10-01,2024,4,2
Região Nordeste,2024/Out,9.0,2024,Out,10,2024-10-01,2024,4,2
Região Sudeste,2024/Out,37.0,2024,Out,10,2024-10-01,2024,4,2
Região Sul,2024/Out,13.0,2024,Out,10,2024-10-01,2024,4,2
Região Centro-Oeste,2024/Out,7.0,2024,Out,10,2024-10-01,2024,4,2
Região Norte,2024/Nov,2.0,2024,Nov,11,2024-11-01,2024,4,2
Região Nordeste,2024/Nov,11.0,2024,Nov,11,2024-11-01,2024,4,2
Região Sudeste,2024/Nov,24.0,2024,Nov,11,2024-11-01,2024,4,2
Região Sul,2024/Nov,10.0,2024,Nov,11,2024-11-01,2024,4,2
Região Centro-Oeste,2024/Nov,3.0,2024,Nov,11,2024-11-01,2024,4,2
Região Norte,2024/Dez,5.0,2024,Dez,12,2024-12-01,2024,4,2
Região Nordeste,2024/Dez,8.0,2024,Dez,12,2024-12-01,2024,4,2
Região Sudeste,2024/Dez,28.0,2024,Dez,12,2024-12-01,2024,4,2
Região Sul,2024/Dez,11.0,2024,Dez,12,2024-12-01,2024,4,2
Região Centro-Oeste,2024/Dez,1.0,2024,Dez,12,2024-12-01,2024,4,2
Região Norte,2025/Jan,6.0,2025,Jan,1,2025-01-01,2025,1,1
Região Nordeste,2025/Jan,6.0,2025,Jan,1,2025-01-01,2025,1,1
Região Sudeste,2025/Jan,25.0,2025,Jan,1,2025-01-01,2025,1,1
Região Sul,2025/Jan,11.0,2025,Jan,1,2025-01-01,2025,1,1
Região Centro-Oeste,2025/Jan,3.0,2025,Jan,1,2025-01-01,2025,1,1
Região Norte,2025/Fev,3.0,2025,Fev,2,2025-02-01,2025,1,1
Região Nordeste,2025/Fev,11.0,2025,Fev,2,2025-02-01,2025,1,1
Região Sudeste,2025/Fev,22.0,2025,Fev,2,2025-02-01,2025,1,1
Região Sul,2025/Fev,11.0,2025,Fev,2,2025-02-01,2025,1,1
Região Centro-Oeste,2025/Fev,2.0,2025,Fev,2,2025-02-01,2025,1,1
Região Norte,2025/Mar,5.0,2025,Mar,3,2025-03-01,2025,1,1
Região Nordeste,2025/Mar,10.0,2025,Mar,3,2025-03-01,2025,1,1
Região Sudeste,2025/Mar,22.0,2025,Mar,3,2025-03-01,2025,1,1
Região Sul,2025/Mar,6.0,2025,Mar,3,2025-03-01,2025,1,1
Região Centro-Oeste,2025/Mar,4.0,2025,Mar,3,2025-03-01,2025,1,1
Região Norte,2025/Abr,5.0,2025,Abr,4,2025-04-01,2025,2,1
Região Nordeste,2025/Abr,8.0,2025,Abr,4,2025-04-01,2025,2,1
Região Sudeste,2025/Abr,20.0,2025,Abr,4,2025-04-01,2025,2,1
Região Sul,2025/Abr,14.0,2025,Abr,4,2025-04-01,2025,2,1
Região Centro-Oeste,2025/Abr,4.0,2025,Abr,4,2025-04-01,2025,2,1
Região Norte,2025/Mai,5.0,2025,Mai,5,2025-05-01,2025,2,1
Região Nordeste,2025/Mai,8.0,2025,Mai,5,2025-05-01,2025,2,1
Região Sudeste,2025/Mai,32.0,2025,Mai,5,2025-05-01,2025,2,1
Região Sul,2025/Mai,4.0,2025,Mai,5,2025-05-01,2025,2,1
Região Centro-Oeste,2025/Mai,3.0,2025,Mai,5,2025-05-01,2025,2,1
